PLAYER_NAME,year,totalPts,totalPf,totalTo,totalBlk,totalStl,totalAst,totalReb,totalDreb,totalOreb,totalFta,totalFtm,totalFg3a,totalFg3m,totalFga,totalFgm,totalGames,totalEfficiency,injury_name,status,count,player_position,team_abbreviation,age,player_height,player_weight
Robbie Hummel,2014,218.0,80.0,18.0,11.0,18.0,36.0,134.0,93.0,41.0,33.0,27.0,85.0,29.0,194.0,81.0,58.0,-25.0,illness,DTD,6,SF,MIN,26.0,205.74,99.33665
Robert Covington,2014,265.0,52.0,34.0,10.0,22.0,23.0,98.0,77.0,21.0,60.0,50.0,117.0,49.0,209.0,83.0,29.0,-69.0,bruised right shoulder,DTD,2,SF,PHI,24.0,205.74,97.52228
Robert Covington,2015,1069.0,251.0,183.0,42.0,138.0,140.0,404.0,321.0,83.0,239.0,194.0,542.0,187.0,894.0,344.0,81.0,-212.0,sprained MCL in right knee,DTD,3,SF,PHI,25.0,205.74,97.52228
Robert Covington,2016,908.0,238.0,136.0,47.0,113.0,104.0,465.0,379.0,86.0,181.0,143.0,530.0,179.0,786.0,293.0,78.0,-348.0,sprained left ankle,DTD,6,SF,PHI,26.0,205.74,97.52228
Rodions Kurucs,2018,213.0,52.0,30.0,9.0,17.0,16.0,99.0,73.0,26.0,49.0,44.0,55.0,15.0,156.0,77.0,25.0,39.0,sprained left ankle,DTD,3,F,BKN,21.0,205.74,95.25432
Rodney Carney,2010,360.0,82.0,33.0,15.0,24.0,31.0,141.0,113.0,28.0,76.0,58.0,133.0,44.0,308.0,129.0,67.0,-143.0,sprained left foot,DTD,2,SG,MEM,27.0,200.66,92.98636
Rodney Hood,2018,929.0,169.0,68.0,14.0,55.0,134.0,208.0,176.0,32.0,166.0,145.0,276.0,92.0,788.0,346.0,84.0,-258.0,toe injury,DTD,6,SG,POR,26.0,203.2,93.43995
Rodney Hood,2019,800.0,150.0,56.0,16.0,58.0,112.0,194.0,160.0,34.0,150.0,127.0,252.0,97.0,633.0,288.0,80.0,-57.0,back spasms,DTD,3,SG,POR,27.0,203.2,94.34714
Rodney McGruder,2016,233.0,72.0,29.0,9.0,25.0,58.0,120.0,70.0,50.0,35.0,25.0,103.0,34.0,216.0,87.0,38.0,-6.0,sore ankle,DTD,2,SG,MIA,25.0,193.04,92.98636
Rodney McGruder,2017,359.0,89.0,39.0,10.0,27.0,89.0,167.0,115.0,52.0,42.0,23.0,161.0,56.0,327.0,140.0,53.0,22.0,surgery on lower left leg to repair stress fracture,out indefinitely,2,SG,MIA,26.0,193.04,90.7184
Rodney McGruder,2019,243.0,81.0,27.0,12.0,24.0,47.0,158.0,117.0,41.0,42.0,24.0,138.0,41.0,243.0,89.0,56.0,10.0,sprained right ankle,DTD,4,SG,LAC,28.0,193.04,92.98636
Rodney Stuckey,2010,1205.0,218.0,168.0,13.0,94.0,401.0,257.0,195.0,62.0,393.0,336.0,93.0,21.0,1017.0,424.0,78.0,-129.0,sore left big toe,DNP,5,PG,DET,25.0,195.58,92.98636
Rodney Stuckey,2011,671.0,99.0,101.0,7.0,47.0,234.0,139.0,91.0,48.0,232.0,203.0,68.0,24.0,519.0,222.0,46.0,-40.0,groin injury,DTD,9,PG,DET,26.0,195.58,92.98636
Rodney Stuckey,2013,903.0,127.0,134.0,14.0,66.0,196.0,184.0,142.0,42.0,263.0,205.0,137.0,44.0,751.0,327.0,74.0,-242.0,fractured right thumb,out indefinitely,9,PG,DET,28.0,195.58,92.98636
Rodney Stuckey,2014,970.0,142.0,122.0,8.0,52.0,176.0,216.0,177.0,39.0,290.0,238.0,92.0,26.0,835.0,353.0,75.0,-201.0,sore left foot,DTD,3,PG,IND,29.0,195.58,92.98636
Rodney Stuckey,2015,903.0,118.0,119.0,13.0,57.0,229.0,264.0,230.0,34.0,221.0,184.0,153.0,53.0,765.0,333.0,78.0,85.0,ankle injury,DTD,5,PG,IND,30.0,195.58,92.98636
Rodney Stuckey,2016,499.0,83.0,79.0,6.0,34.0,141.0,138.0,124.0,14.0,167.0,129.0,88.0,30.0,406.0,170.0,61.0,-80.0,sore right hamstring,DTD,8,PG,IND,31.0,195.58,92.98636
Romeo Langford,2019,23.0,8.0,3.0,2.0,3.0,2.0,12.0,7.0,5.0,6.0,5.0,10.0,2.0,23.0,8.0,10.0,38.0,sore right knee,DTD,8,G-F,BOS,20.0,193.04,97.97587
Ron Baker,2016,69.0,16.0,10.0,1.0,8.0,22.0,23.0,15.0,8.0,10.0,8.0,27.0,9.0,66.0,26.0,16.0,16.0,sore ankle,DTD,2,SG,NYK,24.0,193.04,99.79024
Ron Baker,2018,46.0,35.0,11.0,4.0,22.0,33.0,33.0,29.0,4.0,12.0,11.0,28.0,5.0,45.0,15.0,31.0,6.0,illness,DTD,1,SG,WAS,26.0,193.04,99.79024
Rondae Hollis-Jefferson,2015,105.0,48.0,24.0,9.0,32.0,33.0,126.0,93.0,33.0,30.0,20.0,5.0,1.0,91.0,42.0,23.0,-30.0,right ankle injury,DTD,3,SF,BKN,21.0,200.66,99.79024
Rondae Hollis-Jefferson,2016,348.0,102.0,46.0,26.0,46.0,84.0,192.0,157.0,35.0,135.0,100.0,48.0,14.0,295.0,117.0,45.0,-188.0,sore right ankle,DTD,2,SF,BKN,22.0,200.66,97.06869
Rondae Hollis-Jefferson,2017,985.0,175.0,136.0,52.0,89.0,175.0,554.0,423.0,131.0,325.0,249.0,63.0,16.0,740.0,360.0,86.0,-135.0,bruised right hip,DTD,3,SF,BKN,23.0,200.66,97.06869
Rondae Hollis-Jefferson,2018,786.0,148.0,113.0,42.0,63.0,163.0,440.0,345.0,95.0,285.0,206.0,59.0,12.0,662.0,284.0,69.0,-169.0,left groin injury,DTD,3,SF,BKN,24.0,200.66,98.42947
Ronnie Brewer,2010,380.0,63.0,51.0,12.0,78.0,128.0,187.0,148.0,39.0,122.0,80.0,13.0,4.0,312.0,148.0,62.0,96.0,sprained left thumb,DNP,1,SG,CHI,26.0,200.66,102.965385
Ronnie Brewer,2011,418.0,66.0,36.0,22.0,79.0,116.0,207.0,166.0,41.0,109.0,74.0,33.0,10.0,354.0,167.0,72.0,204.0,surgery on left knee to repair torn meniscus,out indefinitely,1,SG,CHI,27.0,200.66,102.965385
Ronnie Brewer,2013,52.0,16.0,12.0,5.0,22.0,36.0,70.0,48.0,22.0,14.0,4.0,24.0,6.0,66.0,21.0,54.0,-82.0,strained right calf,DNP,10,SG,CHI,29.0,200.66,106.59412
Ronnie Price,2010,360.0,173.0,81.0,13.0,69.0,159.0,99.0,62.0,37.0,73.0,52.0,98.0,30.0,345.0,139.0,97.0,77.0,sprained right big toe,DNP,13,PG,UTA,28.0,187.96,84.8217
Ronnie Price,2013,92.0,47.0,30.0,2.0,24.0,62.0,53.0,40.0,13.0,23.0,16.0,37.0,10.0,105.0,33.0,39.0,-14.0,sinus infection,DNP,13,PG,ORL,31.0,187.96,86.18248
Ronnie Price,2014,254.0,129.0,71.0,6.0,66.0,185.0,83.0,64.0,19.0,50.0,38.0,123.0,34.0,256.0,91.0,51.0,-112.0,fractured nose,DTD,5,PG,LAL,32.0,187.96,86.18248
Ronnie Price,2016,215.0,102.0,52.0,10.0,46.0,106.0,71.0,54.0,17.0,26.0,17.0,125.0,42.0,199.0,78.0,34.0,-84.0,concussion,DTD,3,PG,PHX,34.0,187.96,86.18248
Ronny Turiaf,2013,102.0,74.0,24.0,24.0,14.0,25.0,115.0,73.0,42.0,55.0,26.0,0.0,0.0,78.0,38.0,48.0,-28.0,fractured right elbow,out indefinitely,8,C,MIN,31.0,208.28,109.315674
Roy Hibbert,2011,728.0,200.0,139.0,100.0,27.0,94.0,448.0,310.0,138.0,212.0,154.0,3.0,0.0,615.0,287.0,61.0,-79.0,rest,DNP,1,C,IND,25.0,218.44,117.93392
Roy Hibbert,2014,1049.0,335.0,176.0,191.0,31.0,116.0,625.0,420.0,205.0,316.0,250.0,4.0,1.0,933.0,399.0,105.0,-73.0,sprained left ankle,DTD,3,C,IND,28.0,218.44,131.54169
Royal Ivey,2012,151.0,61.0,18.0,1.0,26.0,24.0,58.0,46.0,12.0,24.0,12.0,85.0,31.0,144.0,54.0,60.0,-25.0,strained right groin,DNP,4,SG,PHI,31.0,193.04,90.7184
Rudy Fernandez,2010,703.0,130.0,73.0,12.0,71.0,171.0,200.0,160.0,40.0,131.0,111.0,386.0,148.0,582.0,222.0,86.0,22.0,back injury,DNP,2,SG,POR,26.0,198.12,83.91452
Rudy Gay,2010,1677.0,210.0,193.0,85.0,132.0,189.0,504.0,375.0,129.0,367.0,291.0,245.0,90.0,1392.0,648.0,88.0,60.0,stomach virus,DNP,5,SF,MEM,24.0,203.2,104.32616
Rudy Gay,2011,511.0,63.0,70.0,26.0,42.0,79.0,183.0,145.0,38.0,133.0,100.0,56.0,19.0,427.0,196.0,28.0,60.0,concussion,DNP,1,SF,MEM,25.0,203.2,104.32616
Rudy Gay,2012,1878.0,212.0,251.0,79.0,154.0,236.0,619.0,445.0,174.0,426.0,341.0,289.0,91.0,1659.0,723.0,102.0,277.0,back spasms,DNP,3,SF,TOR,26.0,203.2,104.32616
Rudy Gay,2015,1424.0,171.0,170.0,44.0,75.0,175.0,465.0,346.0,119.0,337.0,284.0,253.0,86.0,1144.0,527.0,73.0,-223.0,gastroenteritis,DTD,9,SF,SAC,29.0,203.2,104.32616
Rudy Gay,2017,550.0,91.0,78.0,32.0,39.0,72.0,235.0,175.0,60.0,128.0,104.0,105.0,40.0,429.0,203.0,44.0,75.0,sore right heel,DTD,4,SF,SAS,31.0,203.2,104.32616
Rudy Gay,2018,840.0,142.0,84.0,40.0,59.0,120.0,377.0,302.0,75.0,133.0,105.0,169.0,63.0,677.0,336.0,65.0,72.0,right heel injury,DTD,7,SF,SAS,32.0,203.2,104.32616
Rudy Gobert,2016,932.0,241.0,152.0,199.0,58.0,100.0,961.0,686.0,275.0,464.0,286.0,1.0,0.0,517.0,323.0,86.0,313.0,sore right leg,DTD,3,C,UTA,25.0,215.9,111.13004
Rudy Gobert,2017,1062.0,219.0,135.0,182.0,48.0,104.0,914.0,627.0,287.0,428.0,274.0,0.0,0.0,623.0,394.0,76.0,143.0,bruised tibia in right leg,DTD,4,C,UTA,26.0,215.9,111.13004
Rudy Gobert,2018,1290.0,253.0,155.0,195.0,78.0,143.0,1032.0,728.0,304.0,497.0,326.0,0.0,0.0,742.0,482.0,89.0,500.0,sore left ankle,out for season,1,C,UTA,27.0,215.9,111.13004
Rudy Gobert,2019,1289.0,250.0,153.0,188.0,61.0,144.0,1095.0,780.0,315.0,531.0,337.0,0.0,0.0,705.0,476.0,83.0,348.0,sprained left ankle,DTD,4,C,UTA,28.0,215.9,117.02673
Rui Hachimura,2019,378.0,66.0,26.0,4.0,21.0,45.0,164.0,116.0,48.0,66.0,50.0,55.0,14.0,332.0,157.0,28.0,-207.0,groin injury,DTD,3,F,WAS,22.0,203.2,104.32616
Russell Westbrook,2012,2652.0,268.0,373.0,42.0,200.0,747.0,559.0,396.0,163.0,710.0,574.0,391.0,130.0,2201.0,974.0,116.0,684.0,torn lateral meniscus in right knee,out indefinitely,2,PG,OKC,24.0,190.5,84.8217
Russell Westbrook,2013,1838.0,168.0,280.0,17.0,132.0,535.0,431.0,340.0,91.0,542.0,435.0,297.0,91.0,1470.0,656.0,79.0,523.0,arthroscopic surgery on right knee,out indefinitely,11,PG,OKC,25.0,190.5,90.7184
Russell Westbrook,2014,1572.0,172.0,258.0,11.0,139.0,471.0,379.0,266.0,113.0,513.0,440.0,272.0,80.0,1200.0,526.0,65.0,288.0,fractured right hand,DTD,3,PG,OKC,26.0,190.5,90.7184
Russell Westbrook,2015,2287.0,222.0,374.0,25.0,185.0,785.0,630.0,482.0,148.0,750.0,623.0,381.0,116.0,1762.0,774.0,85.0,499.0,rest,DTD,2,PG,OKC,27.0,190.5,90.7184
Russell Westbrook,2016,2610.0,250.0,467.0,21.0,171.0,1115.0,894.0,695.0,199.0,838.0,678.0,498.0,158.0,2064.0,887.0,103.0,640.0,rest,DTD,1,PG,OKC,28.0,190.5,90.7184
Russell Westbrook,2018,1872.0,226.0,377.0,20.0,158.0,778.0,820.0,684.0,136.0,492.0,354.0,316.0,88.0,1602.0,715.0,77.0,376.0,right knee injury,DTD,2,PG,OKC,30.0,190.5,90.7184
Ryan Anderson,2010,443.0,105.0,51.0,22.0,31.0,29.0,232.0,157.0,75.0,92.0,80.0,187.0,67.0,360.0,148.0,68.0,116.0,sprained right foot,DNP,2,PF,ORL,23.0,208.28,108.86208
Ryan Anderson,2012,1581.0,258.0,110.0,41.0,71.0,99.0,735.0,423.0,312.0,232.0,204.0,701.0,279.0,1268.0,549.0,100.0,77.0,viral infection,DNP,1,PF,NOH,25.0,208.28,108.86208
Ryan Anderson,2014,628.0,90.0,41.0,9.0,22.0,39.0,217.0,131.0,86.0,97.0,84.0,267.0,90.0,525.0,227.0,41.0,64.0,ankle injury,DTD,3,PF,NOP,27.0,208.28,108.86208
Ryan Anderson,2016,1194.0,144.0,77.0,25.0,38.0,74.0,431.0,295.0,136.0,219.0,190.0,479.0,186.0,974.0,409.0,77.0,337.0,flu,DTD,5,PF,HOU,29.0,208.28,108.86208
Ryan Anderson,2018,367.0,95.0,29.0,9.0,16.0,55.0,215.0,149.0,66.0,76.0,58.0,195.0,69.0,299.0,120.0,62.0,10.0,tightness in lower back,DTD,1,PF,MIA,31.0,208.28,108.86208
Ryan Arcidiacono,2019,463.0,150.0,53.0,6.0,41.0,202.0,190.0,158.0,32.0,104.0,89.0,166.0,60.0,364.0,157.0,84.0,-160.0,sore right Achilles,out for season,1,G,CHI,26.0,190.5,88.45044
Ryan Broekhoff,2018,48.0,9.0,4.0,1.0,3.0,5.0,20.0,16.0,4.0,9.0,8.0,31.0,10.0,39.0,15.0,19.0,-1.0,illness,DTD,1,G-F,DAL,28.0,200.66,97.52228
Ryan Gomes,2010,801.0,181.0,87.0,16.0,75.0,152.0,353.0,282.0,71.0,148.0,118.0,244.0,85.0,713.0,299.0,89.0,-373.0,sore knee,DNP,2,SF,LAC,28.0,200.66,111.13004
Ryan Gomes,2011,326.0,90.0,33.0,9.0,34.0,71.0,144.0,107.0,37.0,36.0,26.0,136.0,46.0,301.0,127.0,48.0,-46.0,illness,DTD,1,SF,LAC,29.0,200.66,111.13004
Ryan Hollins,2010,407.0,176.0,78.0,36.0,20.0,42.0,205.0,122.0,83.0,181.0,127.0,0.0,0.0,248.0,140.0,73.0,-276.0,stomach virus,DTD,1,C,CLE,26.0,213.36,108.86208
Ryan Hollins,2014,147.0,88.0,29.0,33.0,10.0,14.0,110.0,70.0,40.0,55.0,37.0,0.0,0.0,77.0,55.0,63.0,-134.0,back spasms,DTD,1,C,SAC,30.0,213.36,108.86208
Ryan Kelly,2014,453.0,138.0,44.0,42.0,33.0,92.0,206.0,170.0,36.0,130.0,108.0,133.0,45.0,358.0,150.0,52.0,-89.0,sore right hamstring,DTD,3,PF,LAL,24.0,210.82,104.32616
Ryan Reid,2011,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,"",surgery to repair broken nose,out indefinitely,2,PF,OKC,25.0,203.2,106.59412
Salah Mejri,2015,18.0,11.0,4.0,6.0,5.0,4.0,33.0,22.0,11.0,6.0,4.0,0.0,0.0,22.0,7.0,10.0,-14.0,illness  / right knee injury,P,3,C,DAL,30.0,218.44,111.13004
Salah Mejri,2016,232.0,136.0,43.0,68.0,27.0,20.0,272.0,184.0,88.0,82.0,46.0,3.0,0.0,142.0,93.0,66.0,-21.0,knee injury,DTD,2,C,DAL,31.0,218.44,111.13004
Salah Mejri,2017,255.0,158.0,41.0,78.0,25.0,24.0,327.0,221.0,106.0,88.0,48.0,4.0,1.0,162.0,103.0,82.0,15.0,stiff neck,DTD,4,C,DAL,32.0,218.44,106.59412
Salah Mejri,2018,146.0,76.0,27.0,29.0,15.0,28.0,149.0,98.0,51.0,41.0,26.0,3.0,0.0,95.0,60.0,43.0,24.0,sore left knee,DTD,3,C,DAL,33.0,218.44,106.59412
Sam Dekker,2015,40.0,11.0,4.0,1.0,8.0,7.0,22.0,9.0,13.0,10.0,4.0,23.0,6.0,45.0,15.0,11.0,-21.0,sore back,DTD,8,SF,HOU,22.0,205.74,104.32616
Sam Dekker,2016,287.0,43.0,30.0,10.0,24.0,44.0,159.0,104.0,55.0,32.0,19.0,101.0,32.0,244.0,118.0,40.0,54.0,fractured left hand,out indefinitely,2,SF,HOU,23.0,205.74,104.32616
Sam Dekker,2018,316.0,60.0,26.0,5.0,33.0,39.0,165.0,116.0,49.0,47.0,28.0,44.0,12.0,262.0,138.0,65.0,19.0,sprained left ankle,out indefinitely,6,SF,WAS,25.0,205.74,104.32616
Sam Young,2011,558.0,113.0,58.0,22.0,52.0,63.0,193.0,144.0,49.0,108.0,77.0,47.0,15.0,502.0,233.0,66.0,106.0,back spasms,DNP,3,SF,PHI,27.0,198.12,99.79024
Sam Young,2012,229.0,65.0,42.0,13.0,32.0,46.0,151.0,112.0,39.0,48.0,29.0,63.0,18.0,243.0,91.0,67.0,-151.0,flu,DNP,6,SF,IND,28.0,198.12,102.0582
Samardo Samuels,2010,43.0,12.0,9.0,3.0,2.0,4.0,24.0,14.0,10.0,16.0,13.0,0.0,0.0,32.0,15.0,10.0,0.0,wrist injury,DTD,7,PF,CLE,22.0,205.74,117.93392
Samardo Samuels,2012,341.0,143.0,61.0,23.0,25.0,29.0,213.0,138.0,75.0,140.0,95.0,1.0,0.0,289.0,123.0,75.0,-139.0,illness,DNP,1,PF,CLE,24.0,205.74,117.93392
Samuel Dalembert,2010,589.0,219.0,105.0,133.0,35.0,45.0,714.0,492.0,222.0,120.0,81.0,1.0,0.0,476.0,254.0,77.0,-206.0,strained left groin,out indefinitely,2,C,SAC,31.0,210.82,113.398
Samuel Dalembert,2014,528.0,236.0,109.0,120.0,38.0,68.0,620.0,398.0,222.0,123.0,86.0,0.0,0.0,426.0,221.0,96.0,-206.0,sprained right ankle,DTD,1,C,NYK,35.0,210.82,115.66596
Sean Marks,2010,41.0,44.0,9.0,4.0,2.0,4.0,35.0,19.0,16.0,11.0,6.0,1.0,1.0,36.0,17.0,28.0,-68.0,sprained right ankle,DNP,2,C,POR,35.0,208.28,113.398
Sebastian Telfair,2012,573.0,185.0,114.0,17.0,69.0,236.0,149.0,119.0,30.0,103.0,80.0,185.0,61.0,540.0,216.0,93.0,-148.0,flu,DNP,5,PG,TOR,28.0,182.88,77.11064
Sekou Doumbouya,2019,14.0,5.0,1.0,0.0,1.0,1.0,8.0,7.0,1.0,5.0,1.0,8.0,1.0,20.0,6.0,11.0,-26.0,concussion,DTD,2,F,DET,19.0,203.2,104.32616
Semaj Christon,2016,128.0,50.0,29.0,3.0,16.0,93.0,53.0,38.0,15.0,19.0,11.0,39.0,7.0,161.0,55.0,37.0,-88.0,concussion,DTD,2,PG,OKC,24.0,190.5,86.18248
Semih Erden,2010,142.0,92.0,40.0,20.0,7.0,21.0,94.0,65.0,29.0,53.0,34.0,0.0,0.0,90.0,54.0,32.0,-44.0,stomach virus,DTD,10,C,CLE,24.0,210.82,108.86208
Semih Erden,2011,67.0,44.0,14.0,10.0,10.0,9.0,59.0,40.0,19.0,20.0,15.0,0.0,0.0,50.0,26.0,17.0,11.0,left thumb injury,out indefinitely,4,C,CLE,25.0,213.36,108.86208
Serge Ibaka,2013,1278.0,261.0,146.0,271.0,34.0,80.0,762.0,494.0,268.0,221.0,162.0,72.0,28.0,1016.0,544.0,97.0,442.0,flu,DNP,3,PF,OKC,24.0,208.28,111.13004
Serge Ibaka,2014,1513.0,307.0,155.0,269.0,48.0,98.0,811.0,560.0,251.0,219.0,173.0,176.0,72.0,1212.0,634.0,103.0,386.0,right knee injury,out for season,2,PF,OKC,25.0,208.28,111.13004
Serge Ibaka,2016,1368.0,279.0,116.0,162.0,58.0,93.0,696.0,523.0,173.0,163.0,129.0,336.0,127.0,1134.0,556.0,102.0,311.0,sore right shoulder,DTD,1,PF,TOR,27.0,208.28,106.59412
Serge Ibaka,2017,1239.0,270.0,121.0,126.0,37.0,72.0,567.0,458.0,109.0,129.0,105.0,381.0,140.0,1050.0,497.0,89.0,3.0,swollen left / right knee,DTD,4,PF,TOR,28.0,208.28,106.59412
Serge Ibaka,2018,1210.0,252.0,136.0,126.0,37.0,103.0,615.0,480.0,135.0,178.0,150.0,289.0,94.0,976.0,483.0,93.0,366.0,sore right knee,DTD,2,PF,TOR,29.0,208.28,106.59412
Serge Ibaka,2019,1170.0,254.0,131.0,102.0,36.0,105.0,711.0,530.0,181.0,203.0,150.0,184.0,56.0,947.0,482.0,91.0,80.0,sprained right ankle,DTD,6,PF,TOR,30.0,213.36,106.59412
Sergey Karasev,2014,135.0,42.0,20.0,2.0,20.0,25.0,56.0,34.0,22.0,34.0,28.0,48.0,13.0,118.0,47.0,30.0,7.0,strained left oblique,DTD,4,SF,BKN,21.0,200.66,94.34714
Sergey Karasev,2015,79.0,26.0,19.0,1.0,13.0,31.0,37.0,30.0,7.0,18.0,13.0,34.0,10.0,75.0,28.0,29.0,-7.0,sprained left ankle,DTD,3,SF,BKN,22.0,200.66,94.34714
Sergio Rodriguez,2016,324.0,60.0,96.0,4.0,36.0,224.0,104.0,90.0,14.0,20.0,15.0,163.0,57.0,323.0,126.0,37.0,-145.0,flu/gastroenteritis,DTD,5,PG,PHI,31.0,190.5,79.83219
Seth Curry,2015,72.0,12.0,9.0,0.0,7.0,16.0,16.0,15.0,1.0,23.0,19.0,27.0,9.0,55.0,22.0,21.0,10.0,sprained right ankle,DTD,3,PG,SAC,25.0,187.96,83.91452
Seth Curry,2016,602.0,92.0,68.0,9.0,60.0,159.0,128.0,106.0,22.0,71.0,57.0,236.0,97.0,509.0,224.0,64.0,-101.0,bruised/strained/sprained right knee,DTD,4,PG,DAL,26.0,187.96,83.91452
Seth Curry,2018,195.0,49.0,25.0,2.0,10.0,39.0,50.0,42.0,8.0,8.0,8.0,90.0,43.0,173.0,72.0,36.0,123.0,right knee injury,DTD,3,PG,POR,28.0,187.96,83.91452
Shabazz Muhammad,2013,32.0,8.0,3.0,0.0,0.0,0.0,23.0,13.0,10.0,12.0,9.0,5.0,1.0,32.0,11.0,14.0,-14.0,sprained right ankle,DNP,10,SG,MIN,21.0,198.12,100.697426
Shabazz Muhammad,2014,582.0,66.0,39.0,9.0,25.0,39.0,176.0,96.0,80.0,165.0,114.0,42.0,18.0,458.0,225.0,60.0,-161.0,sore lower abdomen / strained oblique,DTD,4,SG,MIN,22.0,198.12,102.965385
Shabazz Muhammad,2017,679.0,82.0,41.0,5.0,22.0,31.0,195.0,123.0,72.0,155.0,119.0,129.0,40.0,544.0,260.0,74.0,-177.0,sprained right ankle,DTD,2,SG,MIL,25.0,198.12,100.243835
Shabazz Napier,2014,225.0,56.0,52.0,1.0,32.0,69.0,79.0,66.0,13.0,66.0,53.0,91.0,30.0,177.0,71.0,33.0,-28.0,hip injury / sports hernia,out for season,3,PG,MIA,23.0,185.42,79.3786
Shabazz Napier,2016,226.0,38.0,40.0,1.0,29.0,61.0,55.0,49.0,6.0,60.0,44.0,112.0,40.0,193.0,71.0,55.0,-36.0,sore ankle,DTD,1,PG,POR,25.0,185.42,79.3786
Shabazz Napier,2019,528.0,63.0,82.0,13.0,53.0,201.0,121.0,101.0,20.0,139.0,115.0,267.0,77.0,459.0,168.0,55.0,19.0,strained right hamstring,DTD,4,PG,WAS,28.0,182.88,79.3786
Shake Milton,2019,136.0,41.0,22.0,10.0,8.0,23.0,50.0,40.0,10.0,23.0,15.0,65.0,17.0,131.0,52.0,27.0,-3.0,left knee injury,DTD,3,G,PHI,23.0,195.58,92.98636
Shane Battier,2011,424.0,121.0,46.0,44.0,52.0,112.0,281.0,206.0,75.0,58.0,39.0,171.0,59.0,359.0,163.0,67.0,109.0,back injury,DNP,1,SG,MIA,33.0,203.2,102.0582
Shane Larkin,2014,286.0,110.0,51.0,4.0,55.0,124.0,109.0,86.0,23.0,46.0,37.0,73.0,27.0,264.0,111.0,70.0,-114.0,illness,DTD,1,PG,NYK,22.0,180.34,79.3786
Shane Larkin,2015,523.0,134.0,110.0,11.0,93.0,270.0,185.0,158.0,27.0,87.0,64.0,114.0,39.0,468.0,210.0,77.0,-353.0,concussion,DTD,1,PG,BKN,23.0,180.34,79.3786
Shane Larkin,2017,130.0,33.0,14.0,1.0,11.0,40.0,38.0,32.0,6.0,25.0,21.0,47.0,17.0,119.0,46.0,33.0,14.0,undisclosed injury,DTD,6,PG,BOS,25.0,180.34,79.3786
Shaquille Harrison,2019,367.0,101.0,46.0,26.0,62.0,119.0,179.0,149.0,30.0,89.0,63.0,63.0,18.0,333.0,143.0,65.0,-164.0,strained left hamstring,DTD,1,G,CHI,26.0,200.66,86.18248
Shaun Livingston,2010,403.0,100.0,83.0,16.0,34.0,174.0,118.0,99.0,19.0,87.0,76.0,7.0,1.0,320.0,163.0,57.0,-64.0,tailbone injury,out for season,1,PG,CHA,25.0,200.66,83.91452
Shaun Livingston,2011,346.0,67.0,62.0,25.0,26.0,120.0,98.0,71.0,27.0,92.0,78.0,1.0,0.0,287.0,134.0,46.0,8.0,sprained left ankle,DNP,3,PG,MIL,26.0,200.66,79.3786
Shaun Livingston,2012,369.0,102.0,80.0,22.0,40.0,161.0,161.0,121.0,40.0,96.0,79.0,7.0,2.0,330.0,144.0,76.0,-202.0,sore right shoulder,DNP,2,PG,CLE,27.0,200.66,79.3786
Shaun Livingston,2013,613.0,174.0,109.0,40.0,71.0,309.0,221.0,162.0,59.0,165.0,142.0,5.0,1.0,474.0,235.0,87.0,-80.0,bruised tailbone,DNP,7,PG,BKN,28.0,200.66,79.3786
Shaun Livingston,2017,483.0,143.0,75.0,24.0,42.0,168.0,173.0,128.0,45.0,72.0,56.0,4.0,1.0,401.0,213.0,91.0,272.0,sore right knee,DTD,5,PG,GSW,32.0,200.66,87.08966
Shavlik Randolph,2014,47.0,33.0,8.0,3.0,8.0,6.0,56.0,37.0,19.0,23.0,11.0,6.0,2.0,46.0,17.0,32.0,40.0,hamstring injury,DTD,3,PF,PHX,31.0,208.28,107.047714
Shawn Marion,2010,997.0,152.0,126.0,57.0,75.0,108.0,536.0,379.0,157.0,159.0,122.0,38.0,7.0,864.0,434.0,90.0,23.0,bruised thigh,DNP,2,SF,DAL,33.0,200.66,103.418976
Shawn Marion,2011,964.0,154.0,128.0,52.0,69.0,134.0,529.0,360.0,169.0,159.0,123.0,20.0,1.0,826.0,420.0,76.0,61.0,sore left knee,DNP,3,SF,DAL,34.0,200.66,103.418976
Shawn Marion,2012,980.0,138.0,154.0,65.0,90.0,199.0,704.0,498.0,206.0,142.0,119.0,101.0,29.0,915.0,416.0,92.0,-194.0,sprained MCL in left knee,DTD,5,SF,DAL,35.0,200.66,103.418976
Shawn Marion,2014,691.0,118.0,91.0,38.0,77.0,122.0,433.0,304.0,129.0,66.0,49.0,144.0,48.0,632.0,297.0,87.0,-37.0,sprained left ankle,DTD,3,SF,CLE,37.0,200.66,103.418976
Shawne Williams,2011,403.0,150.0,40.0,47.0,39.0,44.0,235.0,175.0,60.0,53.0,43.0,205.0,72.0,368.0,144.0,57.0,28.0,shin splits,DNP,7,PF,NJN,26.0,205.74,104.32616
Shawne Williams,2014,379.0,126.0,29.0,29.0,23.0,43.0,187.0,153.0,34.0,50.0,40.0,173.0,73.0,299.0,133.0,46.0,-29.0,hip injury,DTD,2,PF,DET,29.0,208.28,104.32616
Shayne Whittington,2015,62.0,29.0,9.0,2.0,1.0,6.0,31.0,21.0,10.0,23.0,19.0,8.0,1.0,45.0,21.0,18.0,-18.0,sore ribs,DTD,2,PF,IND,25.0,210.82,113.398
